source,target,interaction,question,option,is_diagnosis
lc9,anxiety disorder,Yes,Do you have a history of anxiety or stress?,Yes,1
lc9,neurovascular injury,Yes,Do you have a history of anxiety or stress?,Yes,1
lc9,trigeminal nerve inflammation,No,Do you have a history of anxiety or stress?,No,1
lc9,extrapyramidal disease,No,Do you have a history of anxiety or stress?,No,1
lc10,dental abscess,Yes,Is the pain localized to a specific tooth or teeth?,Yes,1
lc10,pulpitis,Yes,Is the pain localized to a specific tooth or teeth?,Yes,1
lc10,gingival abscess,No,Is the pain localized to a specific tooth or teeth?,No,1
lc10,gingival and periodontal diseases,No,Is the pain localized to a specific tooth or teeth?,No,1
lc11,neuropathy,Yes,Do you have a history of nerve injuries or disorders?,Yes,1
lc11,trigeminal neuralgia,Yes,Do you have a history of nerve injuries or disorders?,Yes,1
lc11,atypical facial pain,No,Do you have a history of nerve injuries or disorders?,No,1
lc11,cranial neuralgia,No,Do you have a history of nerve injuries or disorders?,No,1
lc12,allergic rhinitis,Yes,"Do you have itchy, watery eyes or sneezing?",Yes,1
lc12,conjunctivitis,Yes,"Do you have itchy, watery eyes or sneezing?",Yes,1
lc12,sinusitis,No,"Do you have itchy, watery eyes or sneezing?",No,1
lc12,migraine,No,"Do you have itchy, watery eyes or sneezing?",No,1
lc13,otitis externa,Yes,Do you have a history of ear infections or pain?,Yes,1
lc13,otitis media,Yes,Do you have a history of ear infections or pain?,Yes,1
lc13,cellulitis,No,Do you have a history of ear infections or pain?,No,1
lc13,orbital cellulitis,No,Do you have a history of ear infections or pain?,No,1
lc14,migraine,Yes,Do you experience visual disturbances or sensitivity to light?,Yes,1
lc14,cluster headache,Yes,Do you experience visual disturbances or sensitivity to light?,Yes,1
lc14,tension headache,No,Do you experience visual disturbances or sensitivity to light?,No,1
lc14,trigeminal autonomic cephalgia,No,Do you experience visual disturbances or sensitivity to light?,No,1
lc15,herpes zoster,Yes,Do you have a history of skin conditions or rashes?,Yes,1
lc15,post herpetic neuralgia,Yes,Do you have a history of skin conditions or rashes?,Yes,1
lc15,neuropathic pain,No,Do you have a history of skin conditions or rashes?,No,1
lc15,temporomandibular joint disorder,No,Do you have a history of skin conditions or rashes?,No,1
ld1,ld2,Yes,Do you have a history of sinus problems or allergies?,Yes,0
ld1,ld3,No,Do you have a history of sinus problems or allergies?,No,0
ld2,ld4,Yes,Do you have nasal congestion or discharge?,Yes,0
ld2,ld5,No,Do you have nasal congestion or discharge?,No,0
ld3,ld6,Yes,Do you experience frequent headaches or migraines?,Yes,0
ld3,ld7,No,Do you experience frequent headaches or migraines?,No,0
ld4,ld8,Yes,Is the pain worse when you bend forward or lie down?,Yes,0
ld4,ld9,No,Is the pain worse when you bend forward or lie down?,No,0
ld5,ld10,Yes,Is the pain triggered by touch or specific facial movements?,Yes,0
ld5,ld11,No,Is the pain triggered by touch or specific facial movements?,No,0
ld6,ld12,Yes,Is the pain accompanied by sensitivity to light or sound?,Yes,0
ld6,ld13,No,Is the pain accompanied by sensitivity to light or sound?,No,0
ld7,ld14,Yes,Is the pain localized around your eye or temple?,Yes,0
ld7,ld15,No,Is the pain localized around your eye or temple?,No,0
ld8,sinusitis,Op1Text,Final Diagnosis,Op1Text,1
ld9,allergic rhinitis,Op1Text,Final Diagnosis,Op1Text,1
ld10,trigeminal neuralgia,Op1Text,Final Diagnosis,Op1Text,1
ld11,neuropathy,Op1Text,Final Diagnosis,Op1Text,1
ld12,migraine,Op1Text,Final Diagnosis,Op1Text,1
ld13,tension headache,Op1Text,Final Diagnosis,Op1Text,1
ld14,cluster headache,Op1Text,Final Diagnosis,Op1Text,1
ld15,atypical facial pain,Op1Text,Final Diagnosis,Op1Text,1
le1,le2,Yes,Have you experienced any recent trauma or injury to your face?,Yes,0
le1,le3,No,Have you experienced any recent trauma or injury to your face?,No,0
le2,le4,Yes,Is the pain localized to the area of injury?,Yes,0
le2,le5,No,Is the pain localized to the area of injury?,No,0
le3,le6,Yes,Do you have a history of dental problems?,Yes,0
le3,le7,No,Do you have a history of dental problems?,No,0
le4,le8,Constant,Is the pain constant or does it worsen with movement?,Constant,0
le4,le9,Worsens with movement,Is the pain constant or does it worsen with movement?,Worsens with movement,0
le5,le10,Yes,Do you experience pain when chewing or opening your mouth?,Yes,0
le5,le11,No,Do you experience pain when chewing or opening your mouth?,No,0
le6,le12,Yes,Is the pain associated with a specific tooth or teeth?,Yes,0
le6,le13,No,Is the pain associated with a specific tooth or teeth?,No,0
le7,le14,Yes,Do you have a history of sinus problems or allergies?,Yes,0
le7,le15,No,Do you have a history of sinus problems or allergies?,No,0
le8,injury of abdomen,Op1Text,QueText,Op1Text,1
le8,neurovascular injury,Op1Text,QueText,Op1Text,1
le8,orbital cellulitis,Op2Text,QueText,Op2Text,1
le8,furuncle of face,Op2Text,QueText,Op2Text,1
le9,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
le9,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
le9,neuropathic pain,Op2Text,QueText,Op2Text,1
le9,cranial neuralgia,Op2Text,QueText,Op2Text,1
le10,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
le10,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
le10,neuropathic pain,Op2Text,QueText,Op2Text,1
le10,cranial neuralgia,Op2Text,QueText,Op2Text,1
le11,atypical facial pain,Op1Text,QueText,Op1Text,1
le11,neurocirculatory asthenia,Op1Text,QueText,Op1Text,1
le11,idiopathic disease,Op2Text,QueText,Op2Text,1
le11,encephalitis,Op2Text,QueText,Op2Text,1
le12,dental abscess,Op1Text,QueText,Op1Text,1
le12,pulpitis,Op1Text,QueText,Op1Text,1
le12,dental calculus,Op2Text,QueText,Op2Text,1
le12,fracture of tooth,Op2Text,QueText,Op2Text,1
le13,gingival and periodontal diseases,Op1Text,QueText,Op1Text,1
le13,aphthous ulcer of mouth,Op1Text,QueText,Op1Text,1
le13,oral submucous fibrosis,Op2Text,QueText,Op2Text,1
le13,gingival abscess,Op2Text,QueText,Op2Text,1
le14,sinusitis,Op1Text,QueText,Op1Text,1
le14,allergic rhinitis,Op1Text,QueText,Op1Text,1
le14,migraine,Op2Text,QueText,Op2Text,1
le14,cluster headache,Op2Text,QueText,Op2Text,1
le15,herpes zoster,Op1Text,QueText,Op1Text,1
le15,post herpetic neuralgia,Op1Text,QueText,Op1Text,1
le15,trigeminal neuralgia,Op2Text,QueText,Op2Text,1
le15,toothache,Op2Text,QueText,Op2Text,1
lf1,lf2,Yes,Do you experience pain when chewing or biting?,Yes,0
lf1,lf3,No,Do you experience pain when chewing or biting?,No,0
lf2,lf4,Yes,Do you have a history of dental problems or recent dental work?,Yes,0
lf2,lf5,No,Do you have a history of dental problems or recent dental work?,No,0
lf3,lf6,Yes,Have you experienced any recent head or facial trauma?,Yes,0
lf3,lf7,No,Have you experienced any recent head or facial trauma?,No,0
lf4,lf8,Yes,Is the pain localized to one specific tooth?,Yes,0
lf4,lf9,No,Is the pain localized to one specific tooth?,No,0
lf5,lf10,Yes,Do you have a history of sinus problems or allergies?,Yes,0
lf5,lf11,No,Do you have a history of sinus problems or allergies?,No,0
lf6,lf12,Yes,Is the pain accompanied by numbness or tingling?,Yes,0
lf6,lf13,No,Is the pain accompanied by numbness or tingling?,No,0
lf7,lf14,Yes,Do you experience frequent headaches or migraines?,Yes,0
lf7,lf15,No,Do you experience frequent headaches or migraines?,No,0
lf8,pulpitis,Yes,Is the tooth sensitive to hot or cold?,Yes,1
lf8,dental abscess,Yes,Is the tooth sensitive to hot or cold?,Yes,1
lf8,fracture of tooth,No,Is the tooth sensitive to hot or cold?,No,1
lf8,dental calculus,No,Is the tooth sensitive to hot or cold?,No,1
lf9,gingival and periodontal diseases,Yes,Do you have swollen or bleeding gums?,Yes,1
lf9,gingival abscess,Yes,Do you have swollen or bleeding gums?,Yes,1
lf9,temporomandibular joint disorder,No,Do you have swollen or bleeding gums?,No,1
lf9,oral submucous fibrosis,No,Do you have swollen or bleeding gums?,No,1
lf10,sinusitis,Yes,Is the pain accompanied by nasal congestion or discharge?,Yes,1
lf10,allergic rhinitis,Yes,Is the pain accompanied by nasal congestion or discharge?,Yes,1
lf10,atypical facial pain,No,Is the pain accompanied by nasal congestion or discharge?,No,1
lf10,neurovascular injury,No,Is the pain accompanied by nasal congestion or discharge?,No,1
lf11,trigeminal neuralgia,Yes,Is the pain triggered by exposure to cold or wind?,Yes,1
lf11,neuropathic pain,Yes,Is the pain triggered by exposure to cold or wind?,Yes,1
lf11,cluster headache,No,Is the pain triggered by exposure to cold or wind?,No,1
lf11,cranial neuralgia,No,Is the pain triggered by exposure to cold or wind?,No,1
lf12,trigeminal nerve inflammation,Yes,Is the numbness or tingling limited to one side of the face?,Yes,1
lf12,neuropathy,Yes,Is the numbness or tingling limited to one side of the face?,Yes,1
lf12,encephalitis,No,Is the numbness or tingling limited to one side of the face?,No,1
lf12,extrapyramidal disease,No,Is the numbness or tingling limited to one side of the face?,No,1
lf13,orbital cellulitis,Yes,Is the pain accompanied by swelling or redness?,Yes,1
lf13,acute folliculitis,Yes,Is the pain accompanied by swelling or redness?,Yes,1
lf13,injury of abdomen,No,Is the pain accompanied by swelling or redness?,No,1
lf13,pain associated with defecation,No,Is the pain accompanied by swelling or redness?,No,1
lf14,migraine,Yes,Is the pain accompanied by visual disturbances or sensitivity to light?,Yes,1
lf14,trigeminal autonomic cephalgia,Yes,Is the pain accompanied by visual disturbances or sensitivity to light?,Yes,1
lf14,tension headache,No,Is the pain accompanied by visual disturbances or sensitivity to light?,No,1
lf14,anxiety disorder,No,Is the pain accompanied by visual disturbances or sensitivity to light?,No,1
lf15,herpes zoster,Yes,Is the pain accompanied by a burning sensation?,Yes,1
lf15,post herpetic neuralgia,Yes,Is the pain accompanied by a burning sensation?,Yes,1
lf15,toothache,No,Is the pain accompanied by a burning sensation?,No,1
lf15,idiopathic disease,No,Is the pain accompanied by a burning sensation?,No,1
lg1,lg2,Yes,Do you have a history of tonsillectomy or recurrent tonsillitis?,Yes,0
lg1,lg3,No,Do you have a history of tonsillectomy or recurrent tonsillitis?,No,0
lg2,lg4,Yes,Do you have difficulty swallowing or a sore throat?,Yes,0
lg2,lg5,No,Do you have difficulty swallowing or a sore throat?,No,0
lg3,lg6,Yes,Do you have a history of sinus infections or allergies?,Yes,0
lg3,lg7,No,Do you have a history of sinus infections or allergies?,No,0
lg4,lg8,Yes,Do you have a fever or swollen lymph nodes in your neck?,Yes,0
lg4,lg9,No,Do you have a fever or swollen lymph nodes in your neck?,No,0
lg5,lg10,Yes,Do you experience frequent headaches or sensitivity to light?,Yes,0
lg5,lg11,No,Do you experience frequent headaches or sensitivity to light?,No,0
lg6,lg12,Yes,"Do you have nasal congestion, runny nose, or postnasal drip?",Yes,0
lg6,lg13,No,"Do you have nasal congestion, runny nose, or postnasal drip?",No,0
lg7,lg14,Yes,Do you have a history of dental problems or poor oral hygiene?,Yes,0
lg7,lg15,No,Do you have a history of dental problems or poor oral hygiene?,No,0
lg8,tonsillitis,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg8,otitis media,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg9,neurovascular injury,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg9,trigeminal nerve inflammation,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg10,migraine,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg10,trigeminal neuralgia,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg11,anxiety disorder,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg11,atypical facial pain,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg12,sinusitis,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg12,allergic rhinitis,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg13,neuropathy,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg13,herpes zoster,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg14,dental abscess,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg14,pulpitis,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg15,temporomandibular joint disorder,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lg15,neuropathic pain,Op1Text,"Based on your symptoms, you may have one of the following conditions:",Op1Text,1
lh1,lh2,op1Text,Do you have any swelling or redness around the affected area?,op1Text,0
lh1,lh3,op2Text,Do you have any swelling or redness around the affected area?,op2Text,0
lh2,lh4,op1Text,Have you noticed any pus or discharge from the affected area?,op1Text,0
lh2,lh5,op2Text,Have you noticed any pus or discharge from the affected area?,op2Text,0
lh3,lh6,op1Text,Do you have a fever or chills?,op1Text,0
lh3,lh7,op2Text,Do you have a fever or chills?,op2Text,0
lh4,lh8,op1Text,Is the pain constant or does it come and go?,op1Text,0
lh4,lh9,op2Text,Is the pain constant or does it come and go?,op2Text,0
lh5,lh10,op1Text,Do you have any difficulty swallowing or speaking?,op1Text,0
lh5,lh11,op2Text,Do you have any difficulty swallowing or speaking?,op2Text,0
lh6,lh12,op1Text,Do you have any other symptoms such as a sore throat or earache?,op1Text,0
lh6,lh13,op2Text,Do you have any other symptoms such as a sore throat or earache?,op2Text,0
lh7,lh14,op1Text,Do you have any numbness or tingling in the affected area?,op1Text,0
lh7,lh15,op2Text,Do you have any numbness or tingling in the affected area?,op2Text,0
lh8,dental abscess,Op1Text,QueText,Op1Text,1
lh8,gingival abscess,Op1Text,QueText,Op1Text,1
lh8,orbital cellulitis,Op2Text,QueText,Op2Text,1
lh8,acute folliculitis,Op2Text,QueText,Op2Text,1
lh9,fracture of tooth,Op1Text,QueText,Op1Text,1
lh9,dental calculus,Op1Text,QueText,Op1Text,1
lh9,gingival and periodontal diseases,Op2Text,QueText,Op2Text,1
lh9,aphthous ulcer of mouth,Op2Text,QueText,Op2Text,1
lh10,neoplasm of oropharynx,Op1Text,QueText,Op1Text,1
lh10,oral submucous fibrosis,Op1Text,QueText,Op1Text,1
lh10,acute bacterial pharyngitis,Op2Text,QueText,Op2Text,1
lh10,pain associated with defecation,Op2Text,QueText,Op2Text,1
lh11,sinusitis,Op1Text,QueText,Op1Text,1
lh11,migraine,Op1Text,QueText,Op1Text,1
lh11,atypical facial pain,Op2Text,QueText,Op2Text,1
lh11,herpes zoster,Op2Text,QueText,Op2Text,1
lh12,tonsillitis,Op1Text,QueText,Op1Text,1
lh12,otitis externa,Op1Text,QueText,Op1Text,1
lh12,otitis media,Op2Text,QueText,Op2Text,1
lh12,cellulitis,Op2Text,QueText,Op2Text,1
lh13,anxiety disorder,Op1Text,QueText,Op1Text,1
lh13,resorption of apex of root of tooth,Op1Text,QueText,Op1Text,1
lh13,post herpetic neuralgia,Op2Text,QueText,Op2Text,1
lh13,trigeminal autonomic cephalgia,Op2Text,QueText,Op2Text,1
lh14,neurovascular injury,Op1Text,QueText,Op1Text,1
lh14,malignant otitis externa,Op1Text,QueText,Op1Text,1
lh14,neoplasm of kidney,Op2Text,QueText,Op2Text,1
lh14,notalgia paresthetica,Op2Text,QueText,Op2Text,1
lh15,xanthelasma palpebrarum,Op1Text,QueText,Op1Text,1
lh15,encephalitis,Op1Text,QueText,Op1Text,1
lh15,tropical pulmonary eosinophilia,Op2Text,QueText,Op2Text,1
lh15,induration of skin,Op2Text,QueText,Op2Text,1
li1,li2,op1Text,What is the new medication or treatment?,op1Text,0
li1,li3,op2Text,What is the new medication or treatment?,op2Text,0
li2,li4,op1Text,Is the new medication or treatment related to your jaw or teeth?,op1Text,0
li2,li5,op2Text,Is the new medication or treatment related to your jaw or teeth?,op2Text,0
li3,li6,op1Text,Have you experienced any side effects from the new medication or treatment?,op1Text,0
li3,li7,op2Text,Have you experienced any side effects from the new medication or treatment?,op2Text,0
li4,li8,op1Text,Did your healthcare provider mention that the medication or treatment could cause face pain?,op1Text,0
li4,li9,op2Text,Did your healthcare provider mention that the medication or treatment could cause face pain?,op2Text,0
li5,li10,op1Text,Have you had any dental work done recently?,op1Text,0
li5,li11,op2Text,Have you had any dental work done recently?,op2Text,0
li6,li12,op1Text,Are the side effects related to face pain?,op1Text,0
li6,li13,op2Text,Are the side effects related to face pain?,op2Text,0
li7,li14,op1Text,Do you have a history of chronic face pain?,op1Text,0
li7,li15,op2Text,Do you have a history of chronic face pain?,op2Text,0
li8,neuropathic pain,Op1Text,QueText,Op1Text,1
li8,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
li8,neurovascular injury,Op2Text,QueText,Op2Text,1
